POL,POD,Place of Delivery,Curr,D20,D40,Note,polName,podName,originalPlaceOfDelivery,feederD20,feederD40,baseD20,baseD40,feederPlaceOfReceipt,feederPlaceOfReceiptID,Place of Receipt
659454,657525,657525,USD,2170,2700,"1,2,4",YANTIAN,TAMPA,TAMPA,90,100,2080,2600,PASIR GUDANG,659454,PASIR GUDANG
659454,657381,657381,USD,2170,2700,"1,2,4",YANTIAN,HOUSTON,HOUSTON,90,100,2080,2600,PASIR GUDANG,659454,PASIR GUDANG
659454,660236,660236,USD,2170,2700,"1,2,4",YANTIAN,MOBILE,MOBILE,90,100,2080,2600,PASIR GUDANG,659454,PASIR GUDANG
659454,660203,660203,USD,2170,2700,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,90,100,2080,2600,PASIR GUDANG,659454,PASIR GUDANG
659454,657381,657529,USD,3130,3900,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",90,100,3040,3800,PASIR GUDANG,659454,PASIR GUDANG
659454,657381,657100,USD,3770,4700,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",90,100,3680,4600,PASIR GUDANG,659454,PASIR GUDANG
659454,660236,657527,USD,3370,4200,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",90,100,3280,4100,PASIR GUDANG,659454,PASIR GUDANG
659454,649304,649304,USD,2090,2600,"1,2,4",YANTIAN,MIAMI,MIAMI,90,100,2000,2500,PASIR GUDANG,659454,PASIR GUDANG
658367,660208,660208,USD,2050,2550,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,90,100,1960,2450,PENANG,658367,PENANG
658367,649220,649220,USD,2090,2600,"1,2,4",YANTIAN,NEW YORK,NEW YORK,90,100,2000,2500,PENANG,658367,PENANG
658367,657301,657301,USD,2090,2600,"1,2,4",YANTIAN,NORFOLK,NORFOLK,90,100,2000,2500,PENANG,658367,PENANG
658367,656034,656034,USD,2090,2600,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,90,100,2000,2500,PENANG,658367,PENANG
658367,656290,656290,USD,2090,2600,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,90,100,2000,2500,PENANG,658367,PENANG
658367,656034,656775,USD,2690,3350,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",90,100,2600,3250,PENANG,658367,PENANG
658367,649220,660245,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",90,100,3040,3800,PENANG,658367,PENANG
658367,656034,656284,USD,2690,3350,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",90,100,2600,3250,PENANG,658367,PENANG
658367,656034,660242,USD,2890,3600,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",90,100,2800,3500,PENANG,658367,PENANG
658367,649220,656569,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",90,100,3040,3800,PENANG,658367,PENANG
658367,657301,656569,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",90,100,3040,3800,PENANG,658367,PENANG
658367,649220,660244,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",90,100,3040,3800,PENANG,658367,PENANG
658367,657301,660244,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",90,100,3040,3800,PENANG,658367,PENANG
658367,649220,657532,USD,3010,3750,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",90,100,2920,3650,PENANG,658367,PENANG
658367,657301,657532,USD,3010,3750,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",90,100,2920,3650,PENANG,658367,PENANG
658367,649220,656909,USD,3170,3950,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",90,100,3080,3850,PENANG,658367,PENANG
658367,657301,656909,USD,3170,3950,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",90,100,3080,3850,PENANG,658367,PENANG
658367,657301,659550,USD,3090,3850,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",90,100,3000,3750,PENANG,658367,PENANG
658367,656290,660248,USD,2730,3400,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",90,100,2640,3300,PENANG,658367,PENANG
658367,656290,660243,USD,3010,3750,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",90,100,2920,3650,PENANG,658367,PENANG
658367,657301,660249,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",90,100,3040,3800,PENANG,658367,PENANG
658367,657301,657099,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",90,100,3040,3800,PENANG,658367,PENANG
658367,656034,657527,USD,2930,3650,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",90,100,2840,3550,PENANG,658367,PENANG
658367,656034,659680,USD,3050,3800,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",90,100,2960,3700,PENANG,658367,PENANG
658367,657301,660207,USD,3050,3800,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",90,100,2960,3700,PENANG,658367,PENANG
658367,657301,657528,USD,3050,3800,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",90,100,2960,3700,PENANG,658367,PENANG
658367,657525,657525,USD,2170,2700,"1,2,4",YANTIAN,TAMPA,TAMPA,90,100,2080,2600,PENANG,658367,PENANG
658367,657381,657381,USD,2170,2700,"1,2,4",YANTIAN,HOUSTON,HOUSTON,90,100,2080,2600,PENANG,658367,PENANG
658367,660236,660236,USD,2170,2700,"1,2,4",YANTIAN,MOBILE,MOBILE,90,100,2080,2600,PENANG,658367,PENANG
658367,660203,660203,USD,2170,2700,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,90,100,2080,2600,PENANG,658367,PENANG
658367,657381,657529,USD,3130,3900,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",90,100,3040,3800,PENANG,658367,PENANG
658367,657381,657100,USD,3770,4700,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",90,100,3680,4600,PENANG,658367,PENANG
658367,660236,657527,USD,3370,4200,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",90,100,3280,4100,PENANG,658367,PENANG
658367,649304,649304,USD,2090,2600,"1,2,4",YANTIAN,MIAMI,MIAMI,90,100,2000,2500,PENANG,658367,PENANG
656281,660208,660208,USD,2050,2550,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,90,100,1960,2450,PORT KLANG,656281,PORT KLANG
656281,649220,649220,USD,2090,2600,"1,2,4",YANTIAN,NEW YORK,NEW YORK,90,100,2000,2500,PORT KLANG,656281,PORT KLANG
656281,657301,657301,USD,2090,2600,"1,2,4",YANTIAN,NORFOLK,NORFOLK,90,100,2000,2500,PORT KLANG,656281,PORT KLANG
656281,656034,656034,USD,2090,2600,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,90,100,2000,2500,PORT KLANG,656281,PORT KLANG
656281,656290,656290,USD,2090,2600,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,90,100,2000,2500,PORT KLANG,656281,PORT KLANG
656281,656034,656775,USD,2690,3350,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",90,100,2600,3250,PORT KLANG,656281,PORT KLANG
656281,649220,660245,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,656034,656284,USD,2690,3350,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",90,100,2600,3250,PORT KLANG,656281,PORT KLANG
656281,656034,660242,USD,2890,3600,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",90,100,2800,3500,PORT KLANG,656281,PORT KLANG
656281,649220,656569,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,657301,656569,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,649220,660244,USD,3130,3900,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,657301,660244,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,649220,657532,USD,3010,3750,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",90,100,2920,3650,PORT KLANG,656281,PORT KLANG
656281,657301,657532,USD,3010,3750,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",90,100,2920,3650,PORT KLANG,656281,PORT KLANG
656281,649220,656909,USD,3170,3950,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",90,100,3080,3850,PORT KLANG,656281,PORT KLANG
656281,657301,656909,USD,3170,3950,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",90,100,3080,3850,PORT KLANG,656281,PORT KLANG
656281,657301,659550,USD,3090,3850,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",90,100,3000,3750,PORT KLANG,656281,PORT KLANG
656281,656290,660248,USD,2730,3400,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",90,100,2640,3300,PORT KLANG,656281,PORT KLANG
656281,656290,660243,USD,3010,3750,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",90,100,2920,3650,PORT KLANG,656281,PORT KLANG
656281,657301,660249,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,657301,657099,USD,3130,3900,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,656034,657527,USD,2930,3650,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",90,100,2840,3550,PORT KLANG,656281,PORT KLANG
656281,656034,659680,USD,3050,3800,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",90,100,2960,3700,PORT KLANG,656281,PORT KLANG
656281,657301,660207,USD,3050,3800,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",90,100,2960,3700,PORT KLANG,656281,PORT KLANG
656281,657301,657528,USD,3050,3800,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",90,100,2960,3700,PORT KLANG,656281,PORT KLANG
656281,657525,657525,USD,2170,2700,"1,2,4",YANTIAN,TAMPA,TAMPA,90,100,2080,2600,PORT KLANG,656281,PORT KLANG
656281,657381,657381,USD,2170,2700,"1,2,4",YANTIAN,HOUSTON,HOUSTON,90,100,2080,2600,PORT KLANG,656281,PORT KLANG
656281,660236,660236,USD,2170,2700,"1,2,4",YANTIAN,MOBILE,MOBILE,90,100,2080,2600,PORT KLANG,656281,PORT KLANG
656281,660203,660203,USD,2170,2700,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,90,100,2080,2600,PORT KLANG,656281,PORT KLANG
656281,657381,657529,USD,3130,3900,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",90,100,3040,3800,PORT KLANG,656281,PORT KLANG
656281,657381,657100,USD,3770,4700,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",90,100,3680,4600,PORT KLANG,656281,PORT KLANG
656281,660236,657527,USD,3370,4200,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",90,100,3280,4100,PORT KLANG,656281,PORT KLANG
656281,649304,649304,USD,2090,2600,"1,2,4",YANTIAN,MIAMI,MIAMI,90,100,2000,2500,PORT KLANG,656281,PORT KLANG
659455,660208,660208,USD,2140,2650,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,180,200,1960,2450,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,649220,USD,2180,2700,"1,2,4",YANTIAN,NEW YORK,NEW YORK,180,200,2000,2500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,657301,USD,2180,2700,"1,2,4",YANTIAN,NORFOLK,NORFOLK,180,200,2000,2500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,656034,USD,2180,2700,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,180,200,2000,2500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656290,656290,USD,2180,2700,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,180,200,2000,2500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,656775,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",180,200,2600,3250,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,660245,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,656284,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",180,200,2600,3250,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,660242,USD,2980,3700,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",180,200,2800,3500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,656569,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,656569,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,660244,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,660244,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,657532,USD,3100,3850,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",180,200,2920,3650,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,657532,USD,3100,3850,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",180,200,2920,3650,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649220,656909,USD,3260,4050,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",180,200,3080,3850,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,656909,USD,3260,4050,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",180,200,3080,3850,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,659550,USD,3180,3950,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",180,200,3000,3750,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656290,660248,USD,2820,3500,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",180,200,2640,3300,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656290,660243,USD,3100,3850,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",180,200,2920,3650,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,660249,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,657099,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,657527,USD,3020,3750,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",180,200,2840,3550,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,656034,659680,USD,3140,3900,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",180,200,2960,3700,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,660207,USD,3140,3900,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",180,200,2960,3700,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657301,657528,USD,3140,3900,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",180,200,2960,3700,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657525,657525,USD,2260,2800,"1,2,4",YANTIAN,TAMPA,TAMPA,180,200,2080,2600,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657381,657381,USD,2260,2800,"1,2,4",YANTIAN,HOUSTON,HOUSTON,180,200,2080,2600,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,660236,660236,USD,2260,2800,"1,2,4",YANTIAN,MOBILE,MOBILE,180,200,2080,2600,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,660203,660203,USD,2260,2800,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,180,200,2080,2600,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657381,657529,USD,3220,4000,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",180,200,3040,3800,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,657381,657100,USD,3860,4800,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",180,200,3680,4600,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,660236,657527,USD,3460,4300,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",180,200,3280,4100,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659455,649304,649304,USD,2180,2700,"1,2,4",YANTIAN,MIAMI,MIAMI,180,200,2000,2500,TANJUNG PELEPAS,659455,TANJUNG PELEPAS
659604,660208,660208,USD,2230,2750,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,270,300,1960,2450,CEBU,659604,CEBU
659604,649220,649220,USD,2270,2800,"1,2,4",YANTIAN,NEW YORK,NEW YORK,270,300,2000,2500,CEBU,659604,CEBU
659604,657301,657301,USD,2270,2800,"1,2,4",YANTIAN,NORFOLK,NORFOLK,270,300,2000,2500,CEBU,659604,CEBU
659604,656034,656034,USD,2270,2800,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,270,300,2000,2500,CEBU,659604,CEBU
659604,656290,656290,USD,2270,2800,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,270,300,2000,2500,CEBU,659604,CEBU
659604,656034,656775,USD,2870,3550,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",270,300,2600,3250,CEBU,659604,CEBU
659604,649220,660245,USD,3310,4100,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",270,300,3040,3800,CEBU,659604,CEBU
659604,656034,656284,USD,2870,3550,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",270,300,2600,3250,CEBU,659604,CEBU
659604,656034,660242,USD,3070,3800,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",270,300,2800,3500,CEBU,659604,CEBU
659604,649220,656569,USD,3310,4100,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",270,300,3040,3800,CEBU,659604,CEBU
659604,657301,656569,USD,3310,4100,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",270,300,3040,3800,CEBU,659604,CEBU
659604,649220,660244,USD,3310,4100,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",270,300,3040,3800,CEBU,659604,CEBU
659604,657301,660244,USD,3310,4100,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",270,300,3040,3800,CEBU,659604,CEBU
659604,649220,657532,USD,3190,3950,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",270,300,2920,3650,CEBU,659604,CEBU
659604,657301,657532,USD,3190,3950,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",270,300,2920,3650,CEBU,659604,CEBU
659604,649220,656909,USD,3350,4150,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",270,300,3080,3850,CEBU,659604,CEBU
659604,657301,656909,USD,3350,4150,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",270,300,3080,3850,CEBU,659604,CEBU
659604,657301,659550,USD,3270,4050,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",270,300,3000,3750,CEBU,659604,CEBU
659604,656290,660248,USD,2910,3600,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",270,300,2640,3300,CEBU,659604,CEBU
659604,656290,660243,USD,3190,3950,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",270,300,2920,3650,CEBU,659604,CEBU
659604,657301,660249,USD,3310,4100,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",270,300,3040,3800,CEBU,659604,CEBU
659604,657301,657099,USD,3310,4100,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",270,300,3040,3800,CEBU,659604,CEBU
659604,656034,657527,USD,3110,3850,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",270,300,2840,3550,CEBU,659604,CEBU
659604,656034,659680,USD,3230,4000,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",270,300,2960,3700,CEBU,659604,CEBU
659604,657301,660207,USD,3230,4000,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",270,300,2960,3700,CEBU,659604,CEBU
659604,657301,657528,USD,3230,4000,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",270,300,2960,3700,CEBU,659604,CEBU
659604,657525,657525,USD,2350,2900,"1,2,4",YANTIAN,TAMPA,TAMPA,270,300,2080,2600,CEBU,659604,CEBU
659604,657381,657381,USD,2350,2900,"1,2,4",YANTIAN,HOUSTON,HOUSTON,270,300,2080,2600,CEBU,659604,CEBU
659604,660236,660236,USD,2350,2900,"1,2,4",YANTIAN,MOBILE,MOBILE,270,300,2080,2600,CEBU,659604,CEBU
659604,660203,660203,USD,2350,2900,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,270,300,2080,2600,CEBU,659604,CEBU
659604,657381,657529,USD,3310,4100,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",270,300,3040,3800,CEBU,659604,CEBU
659604,657381,657100,USD,3950,4900,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",270,300,3680,4600,CEBU,659604,CEBU
659604,660236,657527,USD,3550,4400,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",270,300,3280,4100,CEBU,659604,CEBU
659604,649304,649304,USD,2270,2800,"1,2,4",YANTIAN,MIAMI,MIAMI,270,300,2000,2500,CEBU,659604,CEBU
659605,660208,660208,USD,2500,3050,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,540,600,1960,2450,DAVAO,659605,DAVAO
659605,649220,649220,USD,2540,3100,"1,2,4",YANTIAN,NEW YORK,NEW YORK,540,600,2000,2500,DAVAO,659605,DAVAO
659605,657301,657301,USD,2540,3100,"1,2,4",YANTIAN,NORFOLK,NORFOLK,540,600,2000,2500,DAVAO,659605,DAVAO
659605,656034,656034,USD,2540,3100,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,540,600,2000,2500,DAVAO,659605,DAVAO
659605,656290,656290,USD,2540,3100,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,540,600,2000,2500,DAVAO,659605,DAVAO
659605,656034,656775,USD,3140,3850,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",540,600,2600,3250,DAVAO,659605,DAVAO
659605,649220,660245,USD,3580,4400,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",540,600,3040,3800,DAVAO,659605,DAVAO
659605,656034,656284,USD,3140,3850,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",540,600,2600,3250,DAVAO,659605,DAVAO
659605,656034,660242,USD,3340,4100,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",540,600,2800,3500,DAVAO,659605,DAVAO
659605,649220,656569,USD,3580,4400,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",540,600,3040,3800,DAVAO,659605,DAVAO
659605,657301,656569,USD,3580,4400,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",540,600,3040,3800,DAVAO,659605,DAVAO
659605,649220,660244,USD,3580,4400,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",540,600,3040,3800,DAVAO,659605,DAVAO
659605,657301,660244,USD,3580,4400,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",540,600,3040,3800,DAVAO,659605,DAVAO
659605,649220,657532,USD,3460,4250,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",540,600,2920,3650,DAVAO,659605,DAVAO
659605,657301,657532,USD,3460,4250,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",540,600,2920,3650,DAVAO,659605,DAVAO
659605,649220,656909,USD,3620,4450,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",540,600,3080,3850,DAVAO,659605,DAVAO
659605,657301,656909,USD,3620,4450,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",540,600,3080,3850,DAVAO,659605,DAVAO
659605,657301,659550,USD,3540,4350,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",540,600,3000,3750,DAVAO,659605,DAVAO
659605,656290,660248,USD,3180,3900,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",540,600,2640,3300,DAVAO,659605,DAVAO
659605,656290,660243,USD,3460,4250,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",540,600,2920,3650,DAVAO,659605,DAVAO
659605,657301,660249,USD,3580,4400,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",540,600,3040,3800,DAVAO,659605,DAVAO
659605,657301,657099,USD,3580,4400,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",540,600,3040,3800,DAVAO,659605,DAVAO
659605,656034,657527,USD,3380,4150,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",540,600,2840,3550,DAVAO,659605,DAVAO
659605,656034,659680,USD,3500,4300,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",540,600,2960,3700,DAVAO,659605,DAVAO
659605,657301,660207,USD,3500,4300,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",540,600,2960,3700,DAVAO,659605,DAVAO
659605,657301,657528,USD,3500,4300,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",540,600,2960,3700,DAVAO,659605,DAVAO
659605,657525,657525,USD,2620,3200,"1,2,4",YANTIAN,TAMPA,TAMPA,540,600,2080,2600,DAVAO,659605,DAVAO
659605,657381,657381,USD,2620,3200,"1,2,4",YANTIAN,HOUSTON,HOUSTON,540,600,2080,2600,DAVAO,659605,DAVAO
659605,660236,660236,USD,2620,3200,"1,2,4",YANTIAN,MOBILE,MOBILE,540,600,2080,2600,DAVAO,659605,DAVAO
659605,660203,660203,USD,2620,3200,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,540,600,2080,2600,DAVAO,659605,DAVAO
659605,657381,657529,USD,3580,4400,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",540,600,3040,3800,DAVAO,659605,DAVAO
659605,657381,657100,USD,4220,5200,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",540,600,3680,4600,DAVAO,659605,DAVAO
659605,660236,657527,USD,3820,4700,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",540,600,3280,4100,DAVAO,659605,DAVAO
659605,649304,649304,USD,2540,3100,"1,2,4",YANTIAN,MIAMI,MIAMI,540,600,2000,2500,DAVAO,659605,DAVAO
659527,660208,660208,USD,2230,2750,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,270,300,1960,2450,MANILA,659527,MANILA
