POL,POD,Place of Delivery,Curr,D20,D40,polName,podName,originalPlaceOfDelivery,feederD20,feederD40,baseD20,baseD40,feederPlaceOfReceipt,feederPlaceOfReceiptID,Place of Receipt
656638,648392,657381,USD,4410,5150,SINGAPORE,LOS ANGELES,HOUSTON,540,600,3870,4550,BELAWAN,656638,BELAWAN
656638,648146,657381,USD,4410,5150,SINGAPORE,LONG BEACH,HOUSTON,540,600,3870,4550,BELAWAN,656638,BELAWAN
656638,648392,657530,USD,6620,7750,SINGAPORE,LOS ANGELES,INDIANAPOLIS,540,600,6080,7150,BELAWAN,656638,BELAWAN
656638,648146,657530,USD,6620,7750,SINGAPORE,LONG BEACH,INDIANAPOLIS,540,600,6080,7150,BELAWAN,656638,BELAWAN
656638,648392,660249,USD,4070,4750,SINGAPORE,LOS ANGELES,KANSAS CITY,540,600,3530,4150,BELAWAN,656638,BELAWAN
656638,648146,660249,USD,4070,4750,SINGAPORE,LONG BEACH,KANSAS CITY,540,600,3530,4150,BELAWAN,656638,BELAWAN
656638,648392,657099,USD,4920,5750,SINGAPORE,LOS ANGELES,LOUISVILLE,540,600,4380,5150,BELAWAN,656638,BELAWAN
656638,648146,657099,USD,4920,5750,SINGAPORE,LONG BEACH,LOUISVILLE,540,600,4380,5150,BELAWAN,656638,BELAWAN
656638,648392,657527,USD,4155,4850,SINGAPORE,LOS ANGELES,MEMPHIS,540,600,3615,4250,BELAWAN,656638,BELAWAN
656638,648146,657527,USD,4155,4850,SINGAPORE,LONG BEACH,MEMPHIS,540,600,3615,4250,BELAWAN,656638,BELAWAN
656638,648392,660203,USD,4155,4850,SINGAPORE,LOS ANGELES,NEW ORLEANS,540,600,3615,4250,BELAWAN,656638,BELAWAN
656638,648146,660203,USD,4155,4850,SINGAPORE,LONG BEACH,NEW ORLEANS,540,600,3615,4250,BELAWAN,656638,BELAWAN
656638,648392,657531,USD,4240,4950,SINGAPORE,LOS ANGELES,SALT LAKE CITY,540,600,3700,4350,BELAWAN,656638,BELAWAN
656638,648146,657531,USD,4240,4950,SINGAPORE,LONG BEACH,SALT LAKE CITY,540,600,3700,4350,BELAWAN,656638,BELAWAN
656638,656664,657531,USD,3985,4650,SINGAPORE,OAKLAND,SALT LAKE CITY,540,600,3445,4050,BELAWAN,656638,BELAWAN
656638,648392,660253,USD,5345,6250,SINGAPORE,LOS ANGELES,SAN ANTONIO,540,600,4805,5650,BELAWAN,656638,BELAWAN
656638,648146,660253,USD,5345,6250,SINGAPORE,LONG BEACH,SAN ANTONIO,540,600,4805,5650,BELAWAN,656638,BELAWAN
656638,648392,656775,USD,5940,6950,SINGAPORE,LOS ANGELES,ATLANTA,540,600,5400,6350,BELAWAN,656638,BELAWAN
656638,648146,656775,USD,5940,6950,SINGAPORE,LONG BEACH,ATLANTA,540,600,5400,6350,BELAWAN,656638,BELAWAN
656638,656495,656495,USD,1800,2400,SINGAPORE,SEATTLE,,540,600,1260,1800,BELAWAN,656638,BELAWAN
656638,656496,656496,USD,1800,2400,SINGAPORE,TACOMA,,540,600,1260,1800,BELAWAN,656638,BELAWAN
656638,656495,656569,USD,3900,4550,SINGAPORE,SEATTLE,CHICAGO,540,600,3360,3950,BELAWAN,656638,BELAWAN
656638,656495,660244,USD,4410,5150,SINGAPORE,SEATTLE,CINCINNATI,540,600,3870,4550,BELAWAN,656638,BELAWAN
656638,656495,657532,USD,4410,5150,SINGAPORE,SEATTLE,CLEVELAND,540,600,3870,4550,BELAWAN,656638,BELAWAN
656638,656495,660272,USD,4410,5150,SINGAPORE,SEATTLE,COLUMBUS,540,600,3870,4550,BELAWAN,656638,BELAWAN
656638,656495,659550,USD,4495,5250,SINGAPORE,SEATTLE,DETROIT,540,600,3955,4650,BELAWAN,656638,BELAWAN
656638,656495,657530,USD,6450,7550,SINGAPORE,SEATTLE,INDIANAPOLIS,540,600,5910,6950,BELAWAN,656638,BELAWAN
656638,656495,657099,USD,4750,5550,SINGAPORE,SEATTLE,LOUISVILLE,540,600,4210,4950,BELAWAN,656638,BELAWAN
656638,656495,657527,USD,3985,4650,SINGAPORE,SEATTLE,MEMPHIS,540,600,3445,4050,BELAWAN,656638,BELAWAN
656638,656495,658126,USD,3900,4550,SINGAPORE,SEATTLE,OMAHA,540,600,3360,3950,BELAWAN,656638,BELAWAN
656638,656495,656497,USD,2835,3300,SINGAPORE,SEATTLE,PORTLAND,540,600,2295,2700,BELAWAN,656638,BELAWAN
656638,656495,656915,USD,4240,4950,SINGAPORE,SEATTLE,ST PAUL,540,600,3700,4350,BELAWAN,656638,BELAWAN
656638,660196,660196,USD,4270,5300,SINGAPORE,HONOLULU,,540,600,3730,4700,BELAWAN,656638,BELAWAN
656642,648392,648392,USD,1530,1800,SINGAPORE,LOS ANGELES,,0,0,1530,1800,JAKARTA,656642,JAKARTA
656642,648146,648146,USD,1530,1800,SINGAPORE,LONG BEACH,,0,0,1530,1800,JAKARTA,656642,JAKARTA
656642,656664,656664,USD,1530,1800,SINGAPORE,OAKLAND,,0,0,1530,1800,JAKARTA,656642,JAKARTA
656642,648392,656569,USD,3530,4150,SINGAPORE,LOS ANGELES,CHICAGO,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648146,656569,USD,3530,4150,SINGAPORE,LONG BEACH,CHICAGO,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648392,660244,USD,4040,4750,SINGAPORE,LOS ANGELES,CINCINNATI,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648146,660244,USD,4040,4750,SINGAPORE,LONG BEACH,CINCINNATI,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648392,657532,USD,4040,4750,SINGAPORE,LOS ANGELES,CLEVELAND,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648146,657532,USD,4040,4750,SINGAPORE,LONG BEACH,CLEVELAND,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648392,660272,USD,4040,4750,SINGAPORE,LOS ANGELES,COLUMBUS,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648146,660272,USD,4040,4750,SINGAPORE,LONG BEACH,COLUMBUS,0,0,4040,4750,JAKARTA,656642,JAKARTA
656642,648392,657529,USD,3530,4150,SINGAPORE,LOS ANGELES,DALLAS,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648146,657529,USD,3530,4150,SINGAPORE,LONG BEACH,DALLAS,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648392,657100,USD,4210,4950,SINGAPORE,LOS ANGELES,DENVER,0,0,4210,4950,JAKARTA,656642,JAKARTA
656642,648146,657100,USD,4210,4950,SINGAPORE,LONG BEACH,DENVER,0,0,4210,4950,JAKARTA,656642,JAKARTA
656642,648392,659550,USD,4380,5150,SINGAPORE,LOS ANGELES,DETROIT,0,0,4380,5150,JAKARTA,656642,JAKARTA
656642,648146,659550,USD,4380,5150,SINGAPORE,LONG BEACH,DETROIT,0,0,4380,5150,JAKARTA,656642,JAKARTA
656642,648392,660273,USD,3785,4450,SINGAPORE,LOS ANGELES,EL PASO,0,0,3785,4450,JAKARTA,656642,JAKARTA
656642,648146,660273,USD,3785,4450,SINGAPORE,LONG BEACH,EL PASO,0,0,3785,4450,JAKARTA,656642,JAKARTA
656642,648392,657381,USD,3870,4550,SINGAPORE,LOS ANGELES,HOUSTON,0,0,3870,4550,JAKARTA,656642,JAKARTA
656642,648146,657381,USD,3870,4550,SINGAPORE,LONG BEACH,HOUSTON,0,0,3870,4550,JAKARTA,656642,JAKARTA
656642,648392,657530,USD,6080,7150,SINGAPORE,LOS ANGELES,INDIANAPOLIS,0,0,6080,7150,JAKARTA,656642,JAKARTA
656642,648146,657530,USD,6080,7150,SINGAPORE,LONG BEACH,INDIANAPOLIS,0,0,6080,7150,JAKARTA,656642,JAKARTA
656642,648392,660249,USD,3530,4150,SINGAPORE,LOS ANGELES,KANSAS CITY,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648146,660249,USD,3530,4150,SINGAPORE,LONG BEACH,KANSAS CITY,0,0,3530,4150,JAKARTA,656642,JAKARTA
656642,648392,657099,USD,4380,5150,SINGAPORE,LOS ANGELES,LOUISVILLE,0,0,4380,5150,JAKARTA,656642,JAKARTA
656642,648146,657099,USD,4380,5150,SINGAPORE,LONG BEACH,LOUISVILLE,0,0,4380,5150,JAKARTA,656642,JAKARTA
656642,648392,657527,USD,3615,4250,SINGAPORE,LOS ANGELES,MEMPHIS,0,0,3615,4250,JAKARTA,656642,JAKARTA
656642,648146,657527,USD,3615,4250,SINGAPORE,LONG BEACH,MEMPHIS,0,0,3615,4250,JAKARTA,656642,JAKARTA
656642,648392,660203,USD,3615,4250,SINGAPORE,LOS ANGELES,NEW ORLEANS,0,0,3615,4250,JAKARTA,656642,JAKARTA
656642,648146,660203,USD,3615,4250,SINGAPORE,LONG BEACH,NEW ORLEANS,0,0,3615,4250,JAKARTA,656642,JAKARTA
656642,648392,657531,USD,3700,4350,SINGAPORE,LOS ANGELES,SALT LAKE CITY,0,0,3700,4350,JAKARTA,656642,JAKARTA
656642,648146,657531,USD,3700,4350,SINGAPORE,LONG BEACH,SALT LAKE CITY,0,0,3700,4350,JAKARTA,656642,JAKARTA
656642,656664,657531,USD,3445,4050,SINGAPORE,OAKLAND,SALT LAKE CITY,0,0,3445,4050,JAKARTA,656642,JAKARTA
656642,648392,660253,USD,4805,5650,SINGAPORE,LOS ANGELES,SAN ANTONIO,0,0,4805,5650,JAKARTA,656642,JAKARTA
656642,648146,660253,USD,4805,5650,SINGAPORE,LONG BEACH,SAN ANTONIO,0,0,4805,5650,JAKARTA,656642,JAKARTA
656642,648392,656775,USD,5400,6350,SINGAPORE,LOS ANGELES,ATLANTA,0,0,5400,6350,JAKARTA,656642,JAKARTA
656642,648146,656775,USD,5400,6350,SINGAPORE,LONG BEACH,ATLANTA,0,0,5400,6350,JAKARTA,656642,JAKARTA
656642,656495,656495,USD,1260,1800,SINGAPORE,SEATTLE,,0,0,1260,1800,JAKARTA,656642,JAKARTA
656642,656496,656496,USD,1260,1800,SINGAPORE,TACOMA,,0,0,1260,1800,JAKARTA,656642,JAKARTA
656642,656495,656569,USD,3360,3950,SINGAPORE,SEATTLE,CHICAGO,0,0,3360,3950,JAKARTA,656642,JAKARTA
656642,656495,660244,USD,3870,4550,SINGAPORE,SEATTLE,CINCINNATI,0,0,3870,4550,JAKARTA,656642,JAKARTA
656642,656495,657532,USD,3870,4550,SINGAPORE,SEATTLE,CLEVELAND,0,0,3870,4550,JAKARTA,656642,JAKARTA
656642,656495,660272,USD,3870,4550,SINGAPORE,SEATTLE,COLUMBUS,0,0,3870,4550,JAKARTA,656642,JAKARTA
656642,656495,659550,USD,3955,4650,SINGAPORE,SEATTLE,DETROIT,0,0,3955,4650,JAKARTA,656642,JAKARTA
656642,656495,657530,USD,5910,6950,SINGAPORE,SEATTLE,INDIANAPOLIS,0,0,5910,6950,JAKARTA,656642,JAKARTA
656642,656495,657099,USD,4210,4950,SINGAPORE,SEATTLE,LOUISVILLE,0,0,4210,4950,JAKARTA,656642,JAKARTA
656642,656495,657527,USD,3445,4050,SINGAPORE,SEATTLE,MEMPHIS,0,0,3445,4050,JAKARTA,656642,JAKARTA
656642,656495,658126,USD,3360,3950,SINGAPORE,SEATTLE,OMAHA,0,0,3360,3950,JAKARTA,656642,JAKARTA
656642,656495,656497,USD,2295,2700,SINGAPORE,SEATTLE,PORTLAND,0,0,2295,2700,JAKARTA,656642,JAKARTA
656642,656495,656915,USD,3700,4350,SINGAPORE,SEATTLE,ST PAUL,0,0,3700,4350,JAKARTA,656642,JAKARTA
656642,660196,660196,USD,3730,4700,SINGAPORE,HONOLULU,,0,0,3730,4700,JAKARTA,656642,JAKARTA
656643,648392,648392,USD,2070,2400,SINGAPORE,LOS ANGELES,,540,600,1530,1800,MAKASSAR,656643,MAKASSAR
656643,648146,648146,USD,2070,2400,SINGAPORE,LONG BEACH,,540,600,1530,1800,MAKASSAR,656643,MAKASSAR
656643,656664,656664,USD,2070,2400,SINGAPORE,OAKLAND,,540,600,1530,1800,MAKASSAR,656643,MAKASSAR
656643,648392,656569,USD,4070,4750,SINGAPORE,LOS ANGELES,CHICAGO,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648146,656569,USD,4070,4750,SINGAPORE,LONG BEACH,CHICAGO,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648392,660244,USD,4580,5350,SINGAPORE,LOS ANGELES,CINCINNATI,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648146,660244,USD,4580,5350,SINGAPORE,LONG BEACH,CINCINNATI,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648392,657532,USD,4580,5350,SINGAPORE,LOS ANGELES,CLEVELAND,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648146,657532,USD,4580,5350,SINGAPORE,LONG BEACH,CLEVELAND,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648392,660272,USD,4580,5350,SINGAPORE,LOS ANGELES,COLUMBUS,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648146,660272,USD,4580,5350,SINGAPORE,LONG BEACH,COLUMBUS,540,600,4040,4750,MAKASSAR,656643,MAKASSAR
656643,648392,657529,USD,4070,4750,SINGAPORE,LOS ANGELES,DALLAS,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648146,657529,USD,4070,4750,SINGAPORE,LONG BEACH,DALLAS,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648392,657100,USD,4750,5550,SINGAPORE,LOS ANGELES,DENVER,540,600,4210,4950,MAKASSAR,656643,MAKASSAR
656643,648146,657100,USD,4750,5550,SINGAPORE,LONG BEACH,DENVER,540,600,4210,4950,MAKASSAR,656643,MAKASSAR
656643,648392,659550,USD,4920,5750,SINGAPORE,LOS ANGELES,DETROIT,540,600,4380,5150,MAKASSAR,656643,MAKASSAR
656643,648146,659550,USD,4920,5750,SINGAPORE,LONG BEACH,DETROIT,540,600,4380,5150,MAKASSAR,656643,MAKASSAR
656643,648392,660273,USD,4325,5050,SINGAPORE,LOS ANGELES,EL PASO,540,600,3785,4450,MAKASSAR,656643,MAKASSAR
656643,648146,660273,USD,4325,5050,SINGAPORE,LONG BEACH,EL PASO,540,600,3785,4450,MAKASSAR,656643,MAKASSAR
656643,648392,657381,USD,4410,5150,SINGAPORE,LOS ANGELES,HOUSTON,540,600,3870,4550,MAKASSAR,656643,MAKASSAR
656643,648146,657381,USD,4410,5150,SINGAPORE,LONG BEACH,HOUSTON,540,600,3870,4550,MAKASSAR,656643,MAKASSAR
656643,648392,657530,USD,6620,7750,SINGAPORE,LOS ANGELES,INDIANAPOLIS,540,600,6080,7150,MAKASSAR,656643,MAKASSAR
656643,648146,657530,USD,6620,7750,SINGAPORE,LONG BEACH,INDIANAPOLIS,540,600,6080,7150,MAKASSAR,656643,MAKASSAR
656643,648392,660249,USD,4070,4750,SINGAPORE,LOS ANGELES,KANSAS CITY,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648146,660249,USD,4070,4750,SINGAPORE,LONG BEACH,KANSAS CITY,540,600,3530,4150,MAKASSAR,656643,MAKASSAR
656643,648392,657099,USD,4920,5750,SINGAPORE,LOS ANGELES,LOUISVILLE,540,600,4380,5150,MAKASSAR,656643,MAKASSAR
656643,648146,657099,USD,4920,5750,SINGAPORE,LONG BEACH,LOUISVILLE,540,600,4380,5150,MAKASSAR,656643,MAKASSAR
656643,648392,657527,USD,4155,4850,SINGAPORE,LOS ANGELES,MEMPHIS,540,600,3615,4250,MAKASSAR,656643,MAKASSAR
656643,648146,657527,USD,4155,4850,SINGAPORE,LONG BEACH,MEMPHIS,540,600,3615,4250,MAKASSAR,656643,MAKASSAR
656643,648392,660203,USD,4155,4850,SINGAPORE,LOS ANGELES,NEW ORLEANS,540,600,3615,4250,MAKASSAR,656643,MAKASSAR
656643,648146,660203,USD,4155,4850,SINGAPORE,LONG BEACH,NEW ORLEANS,540,600,3615,4250,MAKASSAR,656643,MAKASSAR
656643,648392,657531,USD,4240,4950,SINGAPORE,LOS ANGELES,SALT LAKE CITY,540,600,3700,4350,MAKASSAR,656643,MAKASSAR
656643,648146,657531,USD,4240,4950,SINGAPORE,LONG BEACH,SALT LAKE CITY,540,600,3700,4350,MAKASSAR,656643,MAKASSAR
656643,656664,657531,USD,3985,4650,SINGAPORE,OAKLAND,SALT LAKE CITY,540,600,3445,4050,MAKASSAR,656643,MAKASSAR
656643,648392,660253,USD,5345,6250,SINGAPORE,LOS ANGELES,SAN ANTONIO,540,600,4805,5650,MAKASSAR,656643,MAKASSAR
656643,648146,660253,USD,5345,6250,SINGAPORE,LONG BEACH,SAN ANTONIO,540,600,4805,5650,MAKASSAR,656643,MAKASSAR
656643,648392,656775,USD,5940,6950,SINGAPORE,LOS ANGELES,ATLANTA,540,600,5400,6350,MAKASSAR,656643,MAKASSAR
656643,648146,656775,USD,5940,6950,SINGAPORE,LONG BEACH,ATLANTA,540,600,5400,6350,MAKASSAR,656643,MAKASSAR
656643,656495,656495,USD,1800,2400,SINGAPORE,SEATTLE,,540,600,1260,1800,MAKASSAR,656643,MAKASSAR
656643,656496,656496,USD,1800,2400,SINGAPORE,TACOMA,,540,600,1260,1800,MAKASSAR,656643,MAKASSAR
656643,656495,656569,USD,3900,4550,SINGAPORE,SEATTLE,CHICAGO,540,600,3360,3950,MAKASSAR,656643,MAKASSAR
656643,656495,660244,USD,4410,5150,SINGAPORE,SEATTLE,CINCINNATI,540,600,3870,4550,MAKASSAR,656643,MAKASSAR
656643,656495,657532,USD,4410,5150,SINGAPORE,SEATTLE,CLEVELAND,540,600,3870,4550,MAKASSAR,656643,MAKASSAR
656643,656495,660272,USD,4410,5150,SINGAPORE,SEATTLE,COLUMBUS,540,600,3870,4550,MAKASSAR,656643,MAKASSAR
656643,656495,659550,USD,4495,5250,SINGAPORE,SEATTLE,DETROIT,540,600,3955,4650,MAKASSAR,656643,MAKASSAR
656643,656495,657530,USD,6450,7550,SINGAPORE,SEATTLE,INDIANAPOLIS,540,600,5910,6950,MAKASSAR,656643,MAKASSAR
656643,656495,657099,USD,4750,5550,SINGAPORE,SEATTLE,LOUISVILLE,540,600,4210,4950,MAKASSAR,656643,MAKASSAR
656643,656495,657527,USD,3985,4650,SINGAPORE,SEATTLE,MEMPHIS,540,600,3445,4050,MAKASSAR,656643,MAKASSAR
656643,656495,658126,USD,3900,4550,SINGAPORE,SEATTLE,OMAHA,540,600,3360,3950,MAKASSAR,656643,MAKASSAR
656643,656495,656497,USD,2835,3300,SINGAPORE,SEATTLE,PORTLAND,540,600,2295,2700,MAKASSAR,656643,MAKASSAR
656643,656495,656915,USD,4240,4950,SINGAPORE,SEATTLE,ST PAUL,540,600,3700,4350,MAKASSAR,656643,MAKASSAR
656643,660196,660196,USD,4270,5300,SINGAPORE,HONOLULU,,540,600,3730,4700,MAKASSAR,656643,MAKASSAR
656648,648392,648392,USD,1980,2300,SINGAPORE,LOS ANGELES,,450,500,1530,1800,PALEMBANG,656648,PALEMBANG
656648,648146,648146,USD,1980,2300,SINGAPORE,LONG BEACH,,450,500,1530,1800,PALEMBANG,656648,PALEMBANG
656648,656664,656664,USD,1980,2300,SINGAPORE,OAKLAND,,450,500,1530,1800,PALEMBANG,656648,PALEMBANG
656648,648392,656569,USD,3980,4650,SINGAPORE,LOS ANGELES,CHICAGO,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648146,656569,USD,3980,4650,SINGAPORE,LONG BEACH,CHICAGO,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648392,660244,USD,4490,5250,SINGAPORE,LOS ANGELES,CINCINNATI,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648146,660244,USD,4490,5250,SINGAPORE,LONG BEACH,CINCINNATI,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648392,657532,USD,4490,5250,SINGAPORE,LOS ANGELES,CLEVELAND,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648146,657532,USD,4490,5250,SINGAPORE,LONG BEACH,CLEVELAND,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648392,660272,USD,4490,5250,SINGAPORE,LOS ANGELES,COLUMBUS,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648146,660272,USD,4490,5250,SINGAPORE,LONG BEACH,COLUMBUS,450,500,4040,4750,PALEMBANG,656648,PALEMBANG
656648,648392,657529,USD,3980,4650,SINGAPORE,LOS ANGELES,DALLAS,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648146,657529,USD,3980,4650,SINGAPORE,LONG BEACH,DALLAS,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648392,657100,USD,4660,5450,SINGAPORE,LOS ANGELES,DENVER,450,500,4210,4950,PALEMBANG,656648,PALEMBANG
656648,648146,657100,USD,4660,5450,SINGAPORE,LONG BEACH,DENVER,450,500,4210,4950,PALEMBANG,656648,PALEMBANG
656648,648392,659550,USD,4830,5650,SINGAPORE,LOS ANGELES,DETROIT,450,500,4380,5150,PALEMBANG,656648,PALEMBANG
656648,648146,659550,USD,4830,5650,SINGAPORE,LONG BEACH,DETROIT,450,500,4380,5150,PALEMBANG,656648,PALEMBANG
656648,648392,660273,USD,4235,4950,SINGAPORE,LOS ANGELES,EL PASO,450,500,3785,4450,PALEMBANG,656648,PALEMBANG
656648,648146,660273,USD,4235,4950,SINGAPORE,LONG BEACH,EL PASO,450,500,3785,4450,PALEMBANG,656648,PALEMBANG
656648,648392,657381,USD,4320,5050,SINGAPORE,LOS ANGELES,HOUSTON,450,500,3870,4550,PALEMBANG,656648,PALEMBANG
656648,648146,657381,USD,4320,5050,SINGAPORE,LONG BEACH,HOUSTON,450,500,3870,4550,PALEMBANG,656648,PALEMBANG
656648,648392,657530,USD,6530,7650,SINGAPORE,LOS ANGELES,INDIANAPOLIS,450,500,6080,7150,PALEMBANG,656648,PALEMBANG
656648,648146,657530,USD,6530,7650,SINGAPORE,LONG BEACH,INDIANAPOLIS,450,500,6080,7150,PALEMBANG,656648,PALEMBANG
656648,648392,660249,USD,3980,4650,SINGAPORE,LOS ANGELES,KANSAS CITY,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648146,660249,USD,3980,4650,SINGAPORE,LONG BEACH,KANSAS CITY,450,500,3530,4150,PALEMBANG,656648,PALEMBANG
656648,648392,657099,USD,4830,5650,SINGAPORE,LOS ANGELES,LOUISVILLE,450,500,4380,5150,PALEMBANG,656648,PALEMBANG
656648,648146,657099,USD,4830,5650,SINGAPORE,LONG BEACH,LOUISVILLE,450,500,4380,5150,PALEMBANG,656648,PALEMBANG
656648,648392,657527,USD,4065,4750,SINGAPORE,LOS ANGELES,MEMPHIS,450,500,3615,4250,PALEMBANG,656648,PALEMBANG
656648,648146,657527,USD,4065,4750,SINGAPORE,LONG BEACH,MEMPHIS,450,500,3615,4250,PALEMBANG,656648,PALEMBANG
656648,648392,660203,USD,4065,4750,SINGAPORE,LOS ANGELES,NEW ORLEANS,450,500,3615,4250,PALEMBANG,656648,PALEMBANG
656648,648146,660203,USD,4065,4750,SINGAPORE,LONG BEACH,NEW ORLEANS,450,500,3615,4250,PALEMBANG,656648,PALEMBANG
656648,648392,657531,USD,4150,4850,SINGAPORE,LOS ANGELES,SALT LAKE CITY,450,500,3700,4350,PALEMBANG,656648,PALEMBANG
656648,648146,657531,USD,4150,4850,SINGAPORE,LONG BEACH,SALT LAKE CITY,450,500,3700,4350,PALEMBANG,656648,PALEMBANG
656648,656664,657531,USD,3895,4550,SINGAPORE,OAKLAND,SALT LAKE CITY,450,500,3445,4050,PALEMBANG,656648,PALEMBANG
656648,648392,660253,USD,5255,6150,SINGAPORE,LOS ANGELES,SAN ANTONIO,450,500,4805,5650,PALEMBANG,656648,PALEMBANG
656648,648146,660253,USD,5255,6150,SINGAPORE,LONG BEACH,SAN ANTONIO,450,500,4805,5650,PALEMBANG,656648,PALEMBANG
656648,648392,656775,USD,5850,6850,SINGAPORE,LOS ANGELES,ATLANTA,450,500,5400,6350,PALEMBANG,656648,PALEMBANG
656648,648146,656775,USD,5850,6850,SINGAPORE,LONG BEACH,ATLANTA,450,500,5400,6350,PALEMBANG,656648,PALEMBANG
656648,656495,656495,USD,1710,2300,SINGAPORE,SEATTLE,,450,500,1260,1800,PALEMBANG,656648,PALEMBANG
656648,656496,656496,USD,1710,2300,SINGAPORE,TACOMA,,450,500,1260,1800,PALEMBANG,656648,PALEMBANG
656648,656495,656569,USD,3810,4450,SINGAPORE,SEATTLE,CHICAGO,450,500,3360,3950,PALEMBANG,656648,PALEMBANG
656648,656495,660244,USD,4320,5050,SINGAPORE,SEATTLE,CINCINNATI,450,500,3870,4550,PALEMBANG,656648,PALEMBANG
656648,656495,657532,USD,4320,5050,SINGAPORE,SEATTLE,CLEVELAND,450,500,3870,4550,PALEMBANG,656648,PALEMBANG
656648,656495,660272,USD,4320,5050,SINGAPORE,SEATTLE,COLUMBUS,450,500,3870,4550,PALEMBANG,656648,PALEMBANG
656648,656495,659550,USD,4405,5150,SINGAPORE,SEATTLE,DETROIT,450,500,3955,4650,PALEMBANG,656648,PALEMBANG
656648,656495,657530,USD,6360,7450,SINGAPORE,SEATTLE,INDIANAPOLIS,450,500,5910,6950,PALEMBANG,656648,PALEMBANG
656648,656495,657099,USD,4660,5450,SINGAPORE,SEATTLE,LOUISVILLE,450,500,4210,4950,PALEMBANG,656648,PALEMBANG
656648,656495,657527,USD,3895,4550,SINGAPORE,SEATTLE,MEMPHIS,450,500,3445,4050,PALEMBANG,656648,PALEMBANG
656648,656495,658126,USD,3810,4450,SINGAPORE,SEATTLE,OMAHA,450,500,3360,3950,PALEMBANG,656648,PALEMBANG
656648,656495,656497,USD,2745,3200,SINGAPORE,SEATTLE,PORTLAND,450,500,2295,2700,PALEMBANG,656648,PALEMBANG
656648,656495,656915,USD,4150,4850,SINGAPORE,SEATTLE,ST PAUL,450,500,3700,4350,PALEMBANG,656648,PALEMBANG
656648,660196,660196,USD,4180,5200,SINGAPORE,HONOLULU,,450,500,3730,4700,PALEMBANG,656648,PALEMBANG
656646,648392,648392,USD,2070,2400,SINGAPORE,LOS ANGELES,,540,600,1530,1800,PANJANG,656646,PANJANG
656646,648146,648146,USD,2070,2400,SINGAPORE,LONG BEACH,,540,600,1530,1800,PANJANG,656646,PANJANG
656646,656664,656664,USD,2070,2400,SINGAPORE,OAKLAND,,540,600,1530,1800,PANJANG,656646,PANJANG
656646,648392,656569,USD,4070,4750,SINGAPORE,LOS ANGELES,CHICAGO,540,600,3530,4150,PANJANG,656646,PANJANG
656646,648146,656569,USD,4070,4750,SINGAPORE,LONG BEACH,CHICAGO,540,600,3530,4150,PANJANG,656646,PANJANG
656646,648392,660244,USD,4580,5350,SINGAPORE,LOS ANGELES,CINCINNATI,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648146,660244,USD,4580,5350,SINGAPORE,LONG BEACH,CINCINNATI,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648392,657532,USD,4580,5350,SINGAPORE,LOS ANGELES,CLEVELAND,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648146,657532,USD,4580,5350,SINGAPORE,LONG BEACH,CLEVELAND,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648392,660272,USD,4580,5350,SINGAPORE,LOS ANGELES,COLUMBUS,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648146,660272,USD,4580,5350,SINGAPORE,LONG BEACH,COLUMBUS,540,600,4040,4750,PANJANG,656646,PANJANG
656646,648392,657529,USD,4070,4750,SINGAPORE,LOS ANGELES,DALLAS,540,600,3530,4150,PANJANG,656646,PANJANG
